values,label
-50342.05799936996,D2_1
-28036.330372313598,D2_1
-112513.43750596368,D2_1
-63484.39081278661,D2_1
-148957.82442369297,D2_1
-79511.73434730087,D2_1
-132955.6653154291,D2_1
-29131.849755669904,D2_1
-112528.67507405285,Q_1
-51240.524361931566,Q_1
-30085.489501687698,Q_1
-83415.0970212767,Q_1
-84656.42679695103,Q_1
-30674.23775797339,Q_1
-57407.28733106511,Q_1
-139128.7974601419,Q_1
-39411.87796789603,Q_1
