values,label
-70051.41190456864,D3_3
-97148.67235893632,D3_3
-67904.29927310605,D3_3
-155461.82275659076,D3_3
-173907.42562176482,D3_3
-73233.22017008893,D3_3
-150327.01989726315,D3_3
-157334.87372647447,D3_3
-51309.42023986579,D3_3
-168946.57687257885,Q_4
-169868.55739216233,Q_4
-57006.951617274404,Q_4
-62292.529890173624,Q_4
-149236.27095786104,Q_4
-55910.11718688281,Q_4
-76827.33544118905,Q_4
-108059.9396143543,Q_4
-58184.90991881242,Q_4
