values,label
-83937.78082373657,D1_1
-63216.515239913,D1_1
-47941.71353617602,D1_1
-97941.29207758514,D1_1
-135551.85382717967,D1_1
-190026.6903089673,D1_1
-54231.8546548278,D1_1
-105767.81766311244,D1_1
-110579.51250904464,D1_1
-82630.1268690176,Q_1
-61150.63300140746,Q_1
-41027.711824265396,Q_1
-68161.51141490684,Q_1
-63336.19499018045,Q_1
-41559.766796864445,Q_1
-62648.00591065581,Q_1
-144555.10402346475,Q_1
-43859.626625769975,Q_1
