values,label
-81100.12671291633,D4_4
-146245.7755967997,D4_4
-89211.44898857466,D4_4
-151743.2453502361,D4_4
-101121.4711840687,D4_4
-103650.9433264381,D4_4
-82559.39294690177,D4_4
-169744.18217087703,D4_4
-62672.09298632251,D4_4
-126059.7988227264,Q_3
-130109.32506491213,Q_3
-111083.39920801195,Q_3
-206404.5518996595,Q_3
-113011.94325301486,Q_3
-239877.11626330073,Q_3
-97172.15995482205,Q_3
-121099.31179475882,Q_3
-194686.9025437896,Q_3
