values,label
-116994.11364656876,D4_3
-48945.63602670935,D4_3
-65596.56020338395,D4_3
-134934.25654345923,D4_3
-103806.14893062385,D4_3
-130571.59669014504,D4_3
-47675.62052694452,D4_3
-72051.40146575315,D4_3
-91600.12801826553,D4_3
-123597.23531302669,Q_4
-187511.56481766803,Q_4
-73084.97198156704,Q_4
-81410.54124622008,Q_4
-163308.9488889521,Q_4
-70367.13999253446,Q_4
-91472.86717103924,Q_4
-108798.43566378676,Q_4
-73130.10542317049,Q_4
