values,label
-167112.97668358384,D1_3
-148756.20503171548,D1_3
-74314.55845766969,D1_3
-243059.1543541221,D1_3
-72266.03896562934,D1_3
-123608.12528926933,D1_3
-163011.5263744854,D1_3
-115568.03605671866,D1_3
-97994.94510451877,D1_3
-246666.30747597702,Q_4
-136434.5509598897,Q_4
-104599.77002120568,Q_4
-122247.25683440945,Q_4
-104100.07963206201,Q_4
-92880.21114955013,Q_4
-129430.42839939821,Q_4
-128593.77527797178,Q_4
-95887.5720997454,Q_4
