values,label
-156784.03596906527,D2_4
-187406.4441008417,D2_4
-178866.08405504774,D2_4
-65764.87086648041,D2_4
-60144.9668547366,D2_4
-193809.5327892798,D2_4
-102825.45810430165,D2_4
-65902.2890677279,D2_4
-88122.41418182895,D2_4
-67091.76599216776,Q_3
-74910.57044478625,Q_3
-78269.19724297915,Q_3
-184442.13602080167,Q_3
-79684.84677628404,Q_3
-176157.961428072,Q_3
-158504.2849932647,Q_3
-93070.77755314522,Q_3
-169764.3350915749,Q_3
