values,label
-140871.20196418517,D1_4
-119366.7596328126,D1_4
-250381.0966501119,D1_4
-212032.88254047252,D1_4
-181227.67326520412,D1_4
-204511.9172978231,D1_4
-163453.12172274356,D1_4
-124394.69378717711,D1_4
-93544.13030170841,D1_4
-139464.45763627323,Q_3
-148927.69099526154,Q_3
-131070.71685556839,Q_3
-213793.11118226574,Q_3
-133173.77836643756,Q_3
-246522.36083337068,Q_3
-97466.15685237267,Q_3
-145834.09713361325,Q_3
-196470.79363359942,Q_3
