values,label
-77975.49995085216,D3_4
-78952.36660945888,D3_4
-103630.1151281323,D3_4
-122704.93875402788,D3_4
-172623.6077018706,D3_4
-204852.8471739635,D3_4
-100512.41893031559,D3_4
-125158.90956127158,D3_4
-119697.3698145547,D3_4
-81792.25670227986,Q_1
-64657.675328649995,Q_1
-42455.66221935637,Q_1
-68276.52163752593,Q_1
-63174.99630486314,Q_1
-42963.79875146124,Q_1
-66259.84108982066,Q_1
-140660.1692782852,Q_1
-47591.36964878774,Q_1
