values,label
-190094.1310806435,D1_2
-198884.48825919145,D1_2
-72977.47697508658,D1_2
-95180.28005000862,D1_2
-202504.30806344005,D1_2
-68877.76774150842,D1_2
-80203.75665177571,D1_2
-64268.81942562183,D1_2
-123101.2524677886,Q_1
-35577.04925439984,Q_1
-36579.029656581966,Q_1
-77354.36506312682,Q_1
-87610.70843572762,Q_1
-37231.19844927366,Q_1
-58000.81563848784,Q_1
-125232.12496862927,Q_1
-43397.18951461516,Q_1
